182,217
2,17
20,54
3,5
97,91
23,47
2,13
2,0
46,63
8,-6
8,19
2,-20
82,65
4,3
2,3
234,211
2,-14
2,-46
2,-10
20,30
11,77
6,-18
4,13
20,34
66,91
183,175
2,3
276,236
126,131
11,43
354,398
2,-2
26,7
2,-8
37,28
89,86
3,63
48,5
20,32
100,86
13,32
157,147
7,-24
8,11
4,7
2,-12
150,118
8,11
4,-4
20,7
116,121
20,19
4,-18
2,-16
180,184
2,-22
2,-33
20,15
45,30
20,19
348,351
196,214
2,17
11,-14
6,-12
155,187
10,30
3,11
10,9
6,11
20,19
8,26
17,19
6,-16
176,175
11,5
4,-14
9,7
2,-20
22,7
12,3
201,233
4,-12
10,13
10,11
4,0
186,208
12,-12
2,21
4,21
52,86
20,26
3,-18
197,181
11,26
28,52
72,61
10,28
4,1
139,167
10,-18
8,-22
70,113
2,0
4,54
26,-4
4,13
10,34
2,32
356,398
74,77
2,-22
8,34
4,9
2,-12
2,9
9,28
146,111
208,167
38,32
6,-6
44,56
100,61
3,17
4,21
441,440
206,220
23,15
12,36
9,17
8,19
4,43
54,77
21,68
499,560
5,1
20,28
128,108
86,89
484,497
2,-14
312,328
499,470
4,11
24,23
20,3
7,13
2,-24
13,-14
24,61
2,36
16,15
6,26
2,11
70,75
2,17
36,32
4,-10
234,283
144,139
3,-48
2,1
284,309
51,19
9,-20
134,116
181,184
20,11
370,385
16,61
32,23
252,211
5,30
3,5
8,-12
2,1
383,407
160,131
12,36
7,-18
2,26
2,15
11,7
4,13
20,19
12,38
2,49
209,229
244,249
132,161
264,229
11,21
19,23
2,-24
4,5
4,11
10,7
146,145
4,19
2,-2
260,262
3,1
10,-50
5,-6
35,45
198,246
242,324
20,15
116,106
7,9
20,23
35,26
21,36
2,5
34,49
72,89
16,-20
332,301
40,36
2,-28
4,30
290,290
2,-10
3,7
6,34
6,45
48,75
10,-6
4,54
44,49
67,63
4,30
2,-37
3,23
8,-24
2,0
4,7
2,23
20,32
3,-8
14,43
34,36
20,7
184,211
6,47
2,11
179,178
132,72
4,41
258,276
2,-10
8,9
2,-6
28,43
8,17
20,36
5,36
32,38
52,61
2,9
4,-26
2,7
2,-2
176,118
4,-29
20,36
12,15
2,-6
17,23
21,23
2,1
20,28
14,1
2,21
166,150
3,-12
87,129
2,15
20,45
61,86
2,1
11,15
8,-28
2,19
2,-14
4,13
2,-37
4,-28
344,335
20,13
2,19
4,-16
8,9
49,79
166,137
7,7
4,13
14,23
10,1
32,61
3,19
14,-14
32,5
2,-8
2,-24
260,208
69,58
308,305
20,0
13,23
2,-6
9,-2
2,1
4,-2
363,364
6,36
20,-2
3,5
133,108
2,-35
15,30
162,124
8,-10
20,77
192,211
46,72
6,-39
12,3
8,30
3,-6
103,84
2,3
2,-18
17,19
102,131
20,17
5,-2
4,9
4,5
3,-10
2,28
5,-20
36,11
10,30
22,7
8,11
64,63
20,15
203,178
3,23
288,290
5,9
8,-4
34,34
2,1
20,3
112,137
10,9
2,15
5,-4
12,21
41,30
15,30
20,28
4,-48
2,-28
53,91
20,19
7,-2
2,-35
10,23
110,98
2,-2
28,15
202,167
46,23
492,426
20,3
24,17
8,-8
2,1
2,11
16,-6
475,403
2,-14
78,61
70,43
246,229
2,-33
8,15
20,-28
2,-4
10,7
352,381
4,23
4,21
14,-2
2,15
2,-12
20,19
4,28
3,21
16,19
105,106
7,11
20,-8
2,15
20,54
10,26
2,43
4,13
9,21
8,-6
9,0
10,19
20,34
18,28
8,3
2,0
2,-8
152,137
16,26
4,-8
2,41
2,0
2,-18
36,38
16,3
113,94
10,28
2,-22
2,15
20,15
19,75
78,43
21,41
12,-6
70,61
458,481
76,82
2,-24
22,38
2,-24
99,124
4,28
9,63
3,-14
2,32
5,1
114,116
10,34
4,26
4,0
6,28
3,-12
4,-28
6,9
37,38
4,-14
14,23
2,-14
6,-24
177,202
36,49
2,47
12,38
2,-8
70,70
4,-8
20,9
20,1
4,38
212,246
346,360
460,465
224,236
5,49
20,28
2,32
110,167
7,23
2,-31
20,1
148,158
3,47
7,1
234,239
10,15
2,19
2,-31
5,41
8,15
2,13
187,172
2,3
5,-33
15,19
2,-2
4,-20
20,28
6,17
20,3
448,491
312,343
2,11
82,134
6,1
298,283
20,23
20,34
2,7
112,79
126,193
4,-24
2,1
9,7
9,32
7,-4
2,21
4,7
192,233
5,43
2,43
4,26
74,61
3,26
3,-16
282,312
105,108
2,5
54,26
142,147
2,36
2,32
20,17
8,11
4,30
102,121
126,103
2,54
10,-4
4,17
54,68
16,54
6,11
2,28
20,47
190,178
5,1
22,3
4,5
2,-2
10,30
2,3
3,5
4,9
16,21
191,223
48,38
17,-8
38,36
14,30
20,41
45,19
3,-6
106,153
70,101
17,-8
20,9
4,-24
3,54
2,-6
10,68
64,61
5,1
4,19
6,15
2,-2
6,19
41,38
4,-12
2,28
20,41
17,21
24,34
18,26
4,36
408,421
6,7
5,-26
2,47
5,21
17,-22
28,34
6,-4
8,21
6,-24
2,9
2,13
7,-26
220,223
4,36
2,-2
332,283
11,30
8,9
436,431
28,58
49,72
6,1
124,118
17,28
14,-14
80,121
20,47
26,32
2,-20
16,-2
20,26
226,175
6,-20
27,19
20,13
292,287
218,190
9,-4
8,23
2,-10
30,30
5,11
8,-2
7,13
2,7
4,9
10,-6
2,11
56,28
4,13
6,7
250,229
20,15
2,-29
52,61
16,19
4,13
108,118
55,30
8,58
2,-6
5,-20
2,30
20,5
3,26
150,137
8,-6
4,5
42,79
54,45
20,17
2,0
2,13
9,19
2,11
42,1
2,21
54,49
35,13
9,41
282,283
2,-18
7,-29
6,38
2,19
352,416
3,-16
20,32
13,41
8,36
2,-2
9,11
4,-41
2,-4
4,28
2,-18
20,36
164,161
108,147
2,21
2,5
8,7
4,28
20,15
12,-28
6,0
72,86
3,28
16,41
4,36
4,32
4,13
13,32
13,0
8,15
138,108
3,9
37,45
129,111
20,32
196,190
4,9
8,38
43,54
9,-4
24,36
4,21
30,-28
4,-6
4,-2
377,394
4,-28
24,75
2,-26
3,26
20,23
8,13
12,13
45,84
10,0
48,47
6,3
154,190
40,43
20,7
8,11
8,13
6,-12
36,36
323,324
7,-22
4,23
31,68
2,7
20,0
33,34
56,13
6,21
3,-24
20,30
6,11
173,214
15,19
10,28
8,11
463,502
20,11
14,11
2,30
20,56
3,-14
2,-10
40,56
4,19
74,63
2,0
4,-6
12,-8
37,23
20,23
14,-39
12,32
2,34
4,1
2,17
6,-24
116,96
371,364
2,-10
396,351
36,32
8,36
19,32
16,43
2,13
81,101
2,15
260,217
3,68
2,1
8,34
2,19
10,-10
2,17
348,347
36,49
20,-12
4,41
2,21
58,45
20,54
13,43
4,-8
12,47
9,-24
183,181
49,23
10,-12
4,15
8,41
10,49
6,9
5,9
8,-2
20,43
9,17
20,17
2,52
4,-31
10,-18
9,-6
5,-4
27,13
189,178
25,21
180,187
10,-14
32,-4
20,28
5,7
62,52
7,17
116,89
480,481
2,13
28,28
4,-24
4,32
2,17
7,-10
4,-33
104,65
4,3
2,-6
482,465
29,13
7,-8
2,45
3,-31
4,-6
10,47
2,-24
38,79
312,283
2,3
4,-16
2,5
6,34
4,-28
2,45
4,7
10,-10
68,41
8,34
29,28
18,30
2,28
4,-10
2,3
4,-16
18,-6
6,0
2,-10
4,13
2,34
4,-39
229,236
2,-14
12,-14
18,21
2,-14
5,15
149,111
20,32
8,68
46,63
2,-6
3,-8
3,-26
11,-10
76,94
2,38
100,94
10,-10
8,-20
102,150
7,-18
2,1
20,19
4,13
20,17
6,11
26,5
14,-18
9,-20
4,-2
10,-10
9,19
3,3
2,-18
5,9
6,-2
4,-12
3,3
8,0
12,13
5,-20
20,41
20,13
14,32
2,-10
64,75
2,9
142,226
8,5
201,220
6,41
2,-35
4,-20
2,11
5,0
15,13
2,-28
7,19
2,-12
66,54
2,30
16,-12
10,26
6,3
6,-28
15,1
6,-20
2,19
18,54
7,21
20,34
18,0
10,7
6,-31
2,-20
2,-41
16,41
4,32
112,134
27,-6
150,158
4,-33
2,11
103,167
65,101
17,21
2,3
31,43
3,-14
54,63
216,226
4,17
20,19
13,-6
105,147
2,7
102,89
8,47
2,23
42,65
2,15
4,11
2,-14
106,65
2,17
20,36
66,32
8,21
252,233
2,21
8,-24
2,21
4,45
4,-8
20,32
275,252
6,21
204,217
4,-18
39,38
7,9
302,294
2,3
106,108
2,-8
445,481
4,3
145,150
128,108
112,72
32,23
2,-2
26,94
373,412
20,-2
2,-31
2,-2
320,283
111,79
384,316
45,75
10,43
21,5
4,28
20,-10
8,23
2,3
6,-28
8,34
4,0
2,17
34,19
6,-6
6,-8
140,137
2,9
2,-28
12,5
5,61
256,233
180,134
4,3
82,89
8,-12
2,-2
92,94
2,30
5,9
490,481
104,106
2,11
4,7
8,32
86,77
3,-6
2,-6
32,11
6,9
20,36
5,13
146,169
24,28
2,21
5,3
172,172
7,21
10,9
200,190
2,-4
2,21
2,61
42,56
48,17
6,32
4,38
4,-8
384,372
3,0
27,41
4,30
2,56
10,21
358,305
148,178
2,-26
8,-4
151,193
3,5
20,23
2,9
6,-22
116,153
48,38
7,-20
4,11
6,5
8,70
372,355
4,-16
166,137
2,19
197,214
24,13
228,190
13,5
118,72
131,89
12,3
6,9
387,364
18,7
2,3
364,343
5,0
183,164
12,9
17,13
17,56
2,-6
6,30
4,-16
3,0
2,9
114,121
110,145
2,-31
20,-12
2,-31
2,1
85,70
152,155
426,421
3,-18
128,150
4,-18
4,9
7,0
4,-57
472,455
2,-6
8,-20
3,15
20,17
114,113
4,30
2,-50
156,147
30,38
277,290
3,1
14,23
79,124
16,9
12,15
132,126
10,13
4,-31
26,41
20,7
14,15
2,17
12,11
2,32
107,82
4,0
20,26
150,153
2,9
4,68
12,-29
8,7
93,91
4,52
2,41
24,32
7,-16
10,1
2,-18
2,-14
2,17
2,0
53,56
7,36
49,38
60,79
11,34
2,32
236,262
410,376
165,202
201,229
2,-16
4,19
28,21
3,-16
7,-4
80,86
20,15
34,23
30,28
20,32
177,118
16,15
4,63
3,-6
9,17
2,23
4,-12
2,32
189,236
390,455
12,0
2,-16
352,324
20,0
3,28
22,17
3,-41
20,68
4,0
2,-24
61,84
3,15
440,465
2,-10
16,13
282,283
24,49
34,19
28,61
2,-29
238,262
96,61
8,38
2,1
28,41
4,36
4,-2
4,-33
2,-16
2,-6
2,-20
200,262
4,-29
2,45
2,7
56,72
14,49
20,54
6,-8
20,-14
10,-29
8,0
21,45
2,-28
2,-2
8,36
9,58
4,41
2,-8
2,9
16,-4
8,70
2,41
34,30
6,15
10,41
6,38
198,164
2,-22
4,1
2,0
2,3
16,63
2,-20
2,28
2,21
2,-20
2,-8
134,113
102,190
4,-8
2,9
2,-12
2,-2
9,9
81,94
2,-8
403,394
100,84
2,-33
20,7
3,9
32,-2
2,-4
6,-12
4,-10
132,184
6,-24
6,-24
9,-20
20,5
18,63
44,54
4,21
10,58
2,30
10,7
2,0
20,45
20,19
216,242
2,1
103,96
2,11
73,103
2,-8
39,38
5,32
113,94
278,217
24,45
2,7
4,32
20,49
2,-4
2,0
3,26
12,-6
10,36
44,19
2,-35
20,30
2,11
6,38
36,70
93,54
10,-8
13,11
2,11
46,38
218,202
8,0
76,91
3,13
10,1
67,68
4,19
364,335
6,-18
2,28
2,0
116,175
206,184
2,23
2,7
163,187
116,126
2,11
218,211
4,17
26,38
8,30
4,9
35,19
172,153
147,124
10,5
151,161
171,161
8,26
2,7
6,-12
94,101
28,19
10,26
6,-14
189,172
322,305
100,101
8,9
2,17
4,19
223,276
20,3
20,56
2,32
62,54
7,-16
4,15
16,13
20,54
310,324
116,118
2,-43
6,11
37,28
114,150
20,-43
6,-8
6,-28
20,43
37,47
14,7
108,108
2,17
2,-14
107,106
210,198
3,-12
2,-8
20,13
166,142
334,376
216,239
4,9
6,-16
222,211
27,52
6,-10
6,15
5,23
24,49
16,23
11,30
2,-37
8,34
4,0
104,63
62,38
23,9
5,-14
4,-10
9,-10
9,52
2,1
8,-8
4,7
4,26
438,445
4,13
114,131
10,34
12,11
16,36
2,-6
6,-18
6,-20
2,26
2,-12
2,-4
4,-12
10,13
84,94
6,-12
4,7
2,-8
55,41
4,-18
10,-16
3,3
4,3
40,17
28,45
22,-2
10,30
38,21
6,13
290,339
16,45
4,-12
8,19
188,161
8,7
2,-2
4,17
41,3
6,7
316,312
2,47
2,-43
8,23
4,15
46,21
7,36
20,23
2,-12
18,11
2,7
3,26
7,43
214,236
187,164
4,-41
9,-8
362,394
36,43
6,-8
2,-24
3,3
2,3
2,-2
42,56
136,134
3,-26
4,-8
13,36
7,5
3,-12
2,17
8,49
15,-22
160,193
4,3
10,13
4,28
260,208
303,328
17,36
2,-10
224,236
244,283
12,0
30,17
48,58
44,17
16,13
4,28
20,-18
118,190
4,19
136,101
9,17
18,-16
5,1
3,19
4,7
2,-6
58,77
2,28
18,1
184,147
8,0
2,19
2,13
2,0
56,82
2,-8
38,56
2,-29
8,38
4,9
2,0
28,30
12,-12
2,3
189,229
8,9
164,142
4,-10
44,75
14,17
4,-4
10,47
6,0
9,43
6,-8
2,-18
7,13
12,7
7,26
27,36
2,0
9,17
2,1
22,9
10,13
82,47
28,26
4,17
335,381
33,34
60,91
8,-8
2,-12
4,23
348,351
5,-10
2,15
6,-33
210,236
9,-10
436,364
12,-6
3,-2
113,106
12,17
40,70
8,21
336,312
2,-6
20,5
2,-29
4,11
118,103
9,9
2,-14
8,0
355,372
20,-10
388,372
4,19
9,26
257,226
20,47
358,347
21,9
120,113
20,5
20,52
3,0
205,190
20,-33
9,-18
22,54
2,-16
2,-4
3,5
7,30
27,15
20,7
8,-4
8,41
9,9
2,-52
128,161
4,-24
9,21
123,91
12,45
110,113
4,1
21,3
2,45
2,7
50,75
2,-16
2,-35
4,-12
12,15
4,-20
6,-16
2,7
443,502
20,43
8,7
16,21
20,7
160,164
16,-6
17,5
2,32
7,9
12,49
6,3
90,103
3,-2
4,32
4,21
3,0
8,17
8,7
20,-6
33,11
14,-12
3,-8
2,-4
39,9
6,70
2,-18
348,385
20,-10
7,-33
465,465
254,276
8,-10
7,5
9,17
4,-4
8,-10
14,-24
7,17
2,9
8,38
27,36
20,-4
189,190
276,266
156,167
2,-28
2,28
20,34
421,394
32,23
30,-16
2,-33
2,32
14,-33
2,17
4,21
8,3
2,-6
2,52
318,324
52,36
2,-20
8,-35
20,0
4,-4
11,-14
176,220
12,-10
224,246
8,-24
4,1
148,181
8,23
4,-35
2,7
5,13
178,158
22,9
12,11
3,-2
3,-4
3,47
5,23
4,21
2,-20
4,13
18,49
3,23
9,-28
2,5
443,450
2,34
2,23
2,-16
2,15
7,30
4,0
7,23
106,139
390,381
2,-14
130,111
92,113
2,5
2,30
14,-2
11,28
264,276
34,54
484,470
8,13
9,15
2,1
3,-4
3,15
15,3
495,403
2,19
138,116
20,30
136,153
2,28
44,61
14,-8
27,19
16,-6
4,-10
245,269
10,26
10,11
4,15
52,52
76,75
8,21
20,36
20,9
7,26
114,126
8,19
2,-14
4,11
9,11
2,3
38,5
6,-22
20,43
5,-22
4,21
3,21
37,58
4,36
15,-4
2,15
4,-10
6,1
200,202
20,0
2,17
4,-33
72,84
4,1
278,351
18,9
6,19
193,196
210,239
20,41
22,0
4,-8
8,-28
20,34
4,-22
6,-8
2,-10
5,-18
20,11
81,82
4,36
20,32
7,-26
7,13
131,155
2,28
14,26
8,1
33,9
316,276
8,17
394,435
42,30
2,17
9,-24
4,17
8,-29
4,-24
2,-6
18,38
7,32
10,-2
329,343
4,-12
68,56
2,-4
8,9
2,-14
20,34
25,41
9,-16
12,41
40,13
66,56
8,-6
2,5
332,316
62,79
106,103
78,77
162,187
4,-4
4,-12
6,1
289,305
12,-4
54,89
2,-4
184,198
16,17
2,21
8,47
6,-20
375,372
2,30
8,-20
24,21
2,-10
12,41
10,9
20,-6
14,52
212,220
8,23
25,15
20,52
101,106
5,13
132,137
5,17
143,150
2,-8
166,208
4,-8
5,1
2,-2
11,34
2,9
24,-2
2,17
102,82
18,0
12,34
26,32
146,150
3,-48
8,34
20,45
10,-14
124,79
2,1
74,54
2,-10
16,9
6,9
2,43
306,280
2,11
52,56
184,236
10,-18
6,7
176,164
16,-12
14,30
179,184
26,32
10,5
456,403
4,-18
7,3
20,0
4,7
22,34
8,-18
4,-4
20,17
8,7
2,19
10,3
2,17
2,23
2,-8
28,32
56,70
4,-2
8,-18
2,34
4,9
14,28
4,-14
4,11
5,30
151,155
4,11
4,-6
2,28
9,30
60,79
6,7
2,15
6,11
8,9
2,7
15,1
2,26
218,211
9,61
20,-52
2,30
4,-26
6,11
116,96
2,30
2,38
9,-16
64,65
9,30
2,45
168,126
41,36
5,19
9,3
2,0
14,5
48,77
9,9
47,21
4,1
14,-10
84,98
441,440
48,49
4,7
148,145
2,-10
378,412
8,19
104,98
5,15
20,9
6,9
4,-8
4,-31
6,-2
2,-8
20,23
5,21
80,86
4,-41
15,36
3,-4
300,301
10,15
9,21
324,416
270,273
6,19
4,-14
20,61
24,21
2,-2
8,-31
252,226
20,15
2,5
14,11
189,164
34,34
82,96
5,5
53,41
16,0
2,45
181,153
116,68
2,-12
2,34
2,-10
26,11
78,126
2,43
20,36
4,13
13,15
16,9
16,43
15,0
13,32
8,5
14,19
2,11
16,34
12,7
124,118
7,-18
8,5
8,11
13,45
492,513
4,-18
9,9
4,13
6,7
238,269
72,94
298,305
4,5
12,23
8,11
16,11
140,158
205,184
20,32
31,38
12,23
2,-26
172,196
3,23
498,513
7,-2
2,26
389,481
2,0
76,126
2,21
4,5
4,-8
2,-26
188,175
204,187
15,32
172,147
10,-4
9,-8
15,-4
10,30
21,70
72,72
284,320
24,15
32,-8
20,-10
8,41
40,30
2,-41
22,19
65,72
2,19
12,28
8,5
90,41
48,65
20,23
123,118
5,-20
64,75
16,-14
2,0
10,32
73,79
4,30
38,38
12,1
2,36
345,347
2,3
160,139
10,-4
4,54
2,15
2,19
4,19
4,-4
4,0
2,-10
20,52
4,9
140,184
52,56
8,17
3,23
2,-12
12,9
12,7
2,-12
220,184
32,34
170,198
404,486
12,1
20,17
92,98
4,-33
10,-10
22,21
2,21
4,19
232,226
2,1
8,5
4,-12
12,43
168,184
11,70
4,56
4,3
4,-8
10,63
170,142
2,1
12,19
132,155
326,320
108,111
9,-24
3,-43
2,9
20,-2
2,-6
11,-31
3,7
106,75
6,7
2,26
2,23
13,68
18,-4
16,34
104,98
8,28
52,70
20,5
93,68
2,11
20,36
12,47
147,145
239,283
2,-10
2,0
53,26
362,339
2,70
20,1
56,23
4,-2
2,15
4,-12
8,-2
2,-6
484,508
4,-31
4,38
21,3
2,1
4,-18
2,28
178,153
2,19
53,7
4,-2
4,-6
12,5
68,72
237,208
20,34
8,0
6,0
2,-10
11,13
2,72
7,-29
4,36
227,283
2,-4
20,9
338,331
3,1
18,-6
182,175
20,-26
180,161
2,41
4,-41
128,167
50,41
10,13
4,-2
2,0
2,-24
63,84
12,30
6,19
2,3
6,-24
2,23
20,13
27,0
2,21
32,45
7,72
20,17
4,30
16,45
172,150
11,13
12,19
8,19
35,54
46,19
4,5
62,52
4,15
124,116
12,-28
5,-50
4,-6
7,-22
20,-22
220,178
10,26
384,372
12,28
4,7
4,-8
2,-10
91,79
401,394
6,11
431,416
8,26
128,126
2,-22
2,32
2,43
4,-29
292,276
418,389
64,79
22,11
9,32
2,38
47,38
3,9
8,23
2,-28
26,7
2,-6
6,-41
6,45
6,3
18,52
8,5
2,17
10,36
3,26
436,455
253,259
6,63
7,-20
228,198
3,7
2,-24
2,-43
6,13
2,17
6,1
107,124
9,34
3,15
2,26
10,13
4,0
10,-18
7,0
8,7
25,61
10,41
207,178
2,28
152,145
204,193
18,19
58,41
20,-29
8,19
20,30
20,-16
24,43
8,5
224,256
4,-4
34,63
26,43
2,28
10,11
110,91
41,23
2,23
4,0
20,15
4,-12
29,32
2,1
169,187
14,7
2,7
26,38
28,3
41,21
146,142
226,266
4,32
8,9
3,-43
4,45
2,26
8,23
35,0
2,-4
3,5
90,61
48,19
126,121
2,-4
4,0
128,153
8,-14
2,-35
4,-4
6,1
39,32
109,82
2,36
7,-4
6,-4
36,38
408,455
2,23
19,38
20,7
8,41
4,13
16,75
7,23
4,-2
10,15
47,41
11,-10
4,41
6,17
19,32
10,-33
15,45
5,-2
18,0
4,5
4,-26
20,21
2,23
4,-6
20,36
116,116
8,21
13,9
24,56
5,11
2,-22
8,15
20,-22
5,-8
20,47
9,65
20,34
120,137
2,-16
2,-43
4,5
10,23
8,-22
4,-8
3,-18
162,150
8,-6
4,15
2,-41
3,0
20,17
9,0
6,0
2,21
20,21
2,7
4,0
2,-14
2,28
6,56
20,-8
20,-10
155,167
199,220
20,21
40,21
2,0
2,7
2,-31
117,101
7,13
64,45
20,3
4,26
2,-28
14,54
2,9
2,41
32,26
64,82
6,3
14,-6
10,1
20,3
4,7
4,36
39,23
22,17
2,-35
392,412
314,259
20,-4
2,15
146,187
10,45
6,23
6,26
4,30
20,-10
5,5
30,9
4,7
20,28
122,172
10,26
2,30
2,13
2,-2
416,398
2,19
6,7
440,460
320,324
22,23
104,96
36,63
64,45
2,30
2,5
2,1
2,45
4,34
292,305
28,7
6,26
10,63
3,-10
8,15
10,21
20,-6
13,7
468,470
9,5
32,52
424,416
2,-6
7,5
6,28
8,-31
145,124
3,13
4,-6
110,101
6,23
10,32
2,-12
234,205
25,5
8,54
166,147
3,-8
2,0
50,43
254,233
4,1
20,9
74,70
14,45
4,-18
3,-29
2,9
17,41
196,181
2,-16
8,21
468,491
6,-18
2,-33
2,41
62,36
20,28
10,13
2,7
2,-16
8,-24
2,-4
4,17
12,30
2,-39
2,-14
10,26
20,3
2,32
6,32
10,45
4,36
2,7
4,-8
20,7
2,3
4,19
20,11
62,75
8,-10
2,-8
2,32
6,19
8,-24
4,-14
244,205
40,61
6,-4
13,-16
4,34
20,7
9,28
126,106
31,21
